name,specialization,phone,rating,review_count,address,latitude,longitude,google_place_url,scraped_at
Sajid Autos,Car Mechanic,+923445172944,4.9,,"
near shell pump, F-10 Markaz F 10/4 F-10, Islamabad, 44000, Pakistan",33.6932888,73.015348,https://www.google.com/maps/place/Sajid+Autos/data=!4m7!3m6!1s0x38dfbfdfe45a8c4b:0xfab296f63e70607b!8m2!3d33.6932888!4d73.015348!16s%2Fg%2F11h714hb07!19sChIJS4xa5N-_3zgRe2BwPvaWsvo?authuser=0&hl=en&rclk=1,2026-05-21T17:30:22.528044
CAR MECHANIC Asif auto Workshop & Computerized Diagnostic Center 24/7 Service,Car Mechanic,+923025707457,4.9,,"
37, G-10/4 G 10 Markaz G-10, Islamabad, 12345, Pakistan",33.6724973,73.0194466,https://www.google.com/maps/place/CAR+MECHANIC+Asif+auto+Workshop+%26+Computerized+Diagnostic+Center+24%2F7+Service/data=!4m7!3m6!1s0x38df95fbc41f0377:0x28736740ba4872ed!8m2!3d33.6724973!4d73.0194466!16s%2Fg%2F11sbx4j5py!19sChIJdwMfxPuV3zgR7XJIukBncyg?authuser=0&hl=en&rclk=1,2026-05-21T17:30:28.265134
Auto Yard - PakWheels Partner Workshop,Car Mechanic,+92516110896,4.4,,"
Metro Station, G12 Srinagar Highway, Service Rd, near G-13, G-12, Islamabad, 44000, Pakistan",33.6500613,72.978933,https://www.google.com/maps/place/Auto+Yard+-+PakWheels+Partner+Workshop/data=!4m7!3m6!1s0x38df9708cfba8add:0x8631e8d5955e3a2c!8m2!3d33.6500613!4d72.978933!16s%2Fg%2F11p038k0t1!19sChIJ3Yq6zwiX3zgRLDpeldXoMYY?authuser=0&hl=en&rclk=1,2026-05-21T17:30:32.142662
Auto Friends,Car Mechanic,+923005232900,4.9,,"
Shop No. 2-4, Block No, Sakhawat Market, 2 Street 6, G-9/3 G 9/3 G-9, Islamabad, 44000, Pakistan",33.6921969,73.0342697,https://www.google.com/maps/place/Auto+Friends/data=!4m7!3m6!1s0x38dfbf5317899e45:0xcdc97b73a794e210!8m2!3d33.6921969!4d73.0342697!16s%2Fg%2F11hz_3pt6s!19sChIJRZ6JF1O_3zgREOKUp3N7yc0?authuser=0&hl=en&rclk=1,2026-05-21T17:30:37.830067
Autokraft,Car Mechanic,+923018505869,4.6,,"
JXM9+M35, Service Rd, H-13, Islamabad, Pakistan",33.6341316,72.9677269,https://www.google.com/maps/place/Autokraft/data=!4m7!3m6!1s0x38df97dc485c3395:0x8f3ac5d67b722886!8m2!3d33.6341316!4d72.9677269!16s%2Fg%2F11q98cw7q7!19sChIJlTNcSNyX3zgRhihye9bFOo8?authuser=0&hl=en&rclk=1,2026-05-21T17:30:42.541465
Auto Surgeon Workshop,Car Mechanic,+923429810577,4.5,,"
Shop No: 81, Auto Market, Street 4, I-10/3 I 10/3 I-10, Islamabad, Pakistan",33.6537502,73.0414029,https://www.google.com/maps/place/Auto+Surgeon+Workshop/data=!4m7!3m6!1s0x38dfbf5bf6f7a527:0xef98212ce12ea112!8m2!3d33.6537502!4d73.0414029!16s%2Fg%2F11kbyltl46!19sChIJJ6X39lu_3zgREqEu4SwhmO8?authuser=0&hl=en&rclk=1,2026-05-21T17:30:49.798567
Umair Auto Workshop,Car Mechanic,+923009550386,4.7,,"
F-10 markaz islamabad ufone franchise ops it basement #8 Malik plaza, N#212 Street 54, F-10/4 F 10/4 F-10, Islamabad, Pakistan",33.6927873,73.0145636,https://www.google.com/maps/place/Umair+Auto+Workshop/data=!4m7!3m6!1s0x38dfbe150fc4cfc1:0x3fdeb7980e62ff3b!8m2!3d33.6927873!4d73.0145636!16s%2Fg%2F11dynwm_4z!19sChIJwc_EDxW-3zgRO_9iDpi33j8?authuser=0&hl=en&rclk=1,2026-05-21T17:30:55.302672
Hirsam Auto Services,Car Mechanic,+923066666862,4.6,,"
Plot No.339A, Street No 67, Pakistan Town Phase 1 Pakistan Town, Islamabad, 44000, Pakistan",33.5714672,73.1370681,https://www.google.com/maps/place/Hirsam+Auto+Services/data=!4m7!3m6!1s0x38dfedf27c8391f1:0xc710d198c1a3ebe3!8m2!3d33.5714672!4d73.1370681!16s%2Fg%2F11m_lfm3mq!19sChIJ8ZGDfPLt3zgR4-ujwZjREMc?authuser=0&hl=en&rclk=1,2026-05-21T17:31:01.704317
Ajmal Autos,Car Mechanic,+923058511148,5.0,,"
Shop # 20, Block # 48, I&T Center, G-10/4 G 10 Markaz G-10, Islamabad, Pakistan",33.6726474,73.0192359,https://www.google.com/maps/place/Ajmal+Autos/data=!4m7!3m6!1s0x38df956876218f1f:0x8e6d558f391c0e13!8m2!3d33.6726474!4d73.0192359!16s%2Fg%2F11v065vmqs!19sChIJH48hdmiV3zgREw4cOY9VbY4?authuser=0&hl=en&rclk=1,2026-05-21T17:31:05.899400
Car Studio Auto workshop,Car Mechanic,+923499192380,4.8,,"
Blue, near PIA Building, Area G 6/2 Blue Area, Islamabad, 22222, Pakistan",33.7185,73.0742384,https://www.google.com/maps/place/Car+Studio+Auto+workshop/data=!4m7!3m6!1s0x38dfbff3693fd76f:0xe23f7e8f188f0165!8m2!3d33.7185!4d73.0742384!16s%2Fg%2F11y1pn2qsq!19sChIJb9c_afO_3zgRZQGPGI9-P-I?authuser=0&hl=en&rclk=1,2026-05-21T17:31:12.246723
AsifAutoGarage,Car Mechanic,+923301060444,4.6,,"
Markaz Rd, G-8 Markaz G 8 Markaz G-8, Islamabad, 44080, Pakistan",33.6970394,73.0504188,https://www.google.com/maps/place/AsifAutoGarage/data=!4m7!3m6!1s0x38dfbfc8f07b8427:0x673140482356d4eb!8m2!3d33.6970394!4d73.0504188!16s%2Fg%2F11c561qkv7!19sChIJJ4R78Mi_3zgR69RWI0hAMWc?authuser=0&hl=en&rclk=1,2026-05-21T17:31:16.541548
Noman & Usman Auto Workshop,Car Mechanic,+923401779816,5.0,,"
Golra Rd, Islamabad, Pakistan",33.6692193,72.950411,https://www.google.com/maps/place/Noman+%26+Usman+Auto+Workshop/data=!4m7!3m6!1s0x38dfbdc5ddc9eaad:0x365154b97d66623!8m2!3d33.6692193!4d72.950411!16s%2Fg%2F11vd9xb9dr!19sChIJrerJ3cW93zgRI2bWl0sVZQM?authuser=0&hl=en&rclk=1,2026-05-21T17:31:21.768257
"Yaseen Autos Workshop Islamabad, Fine tuning, Diagnosis, Complete mechanical/Electrical solution.",Car Mechanic,+923335504732,4.7,,"
Street Number 4-1, I-10/3 I 10/3 I-10, Islamabad, 44000, Pakistan",33.6539275,73.0413606,"https://www.google.com/maps/place/Yaseen+Autos+Workshop+Islamabad,+Fine+tuning,+Diagnosis,+Complete+mechanical%2FElectrical+solution./data=!4m7!3m6!1s0x38dfbe2961b31cb9:0x4fda1e5739e5f427!8m2!3d33.6539275!4d73.0413606!16s%2Fg%2F12mkw9l2p!19sChIJuRyzYSm-3zgRJ_TlOVce2k8?authuser=0&hl=en&rclk=1",2026-05-21T17:31:25.805670
Umar Auto and workshop,Car Mechanic,+923145250307,4.8,,"
New Young Auto Shop, 1 G13 Link Rd, G-12, Islamabad, 44000, Pakistan",33.6551228,72.9719464,https://www.google.com/maps/place/Umar+Auto+and+workshop/data=!4m7!3m6!1s0x38df9799cdbcb0f9:0x10e680f4f4899798!8m2!3d33.6551228!4d72.9719464!16s%2Fg%2F11tgczyxjd!19sChIJ-bC8zZmX3zgRmJeJ9PSA5hA?authuser=0&hl=en&rclk=1,2026-05-21T17:31:31.349045
Evergreen Autos,Car Mechanic,+923225421376,4.6,,"
Auto Market, Unit#35 Street 4, I-10/3 I 10/3 I-10, Islamabad, 44000, Pakistan",33.6531881,73.0421207,https://www.google.com/maps/place/Evergreen+Autos/data=!4m7!3m6!1s0x38df950af25417a1:0x99549f1f3b2e0211!8m2!3d33.6531881!4d73.0421207!16s%2Fg%2F11f11p3nd8!19sChIJoRdU8gqV3zgREQIuOx-fVJk?authuser=0&hl=en&rclk=1,2026-05-21T17:31:36.226582
Fakhar Auto work shop,Car Mechanic,+923351908270,4.9,,"
Major Rd, F-11/4 F 11/4 F-11, Islamabad, 44000, Pakistan",33.6836888,72.9911038,https://www.google.com/maps/place/Fakhar+Auto+work+shop/data=!4m7!3m6!1s0x38dfbdf225f5e093:0xe3dc2b1542aa3611!8m2!3d33.6836888!4d72.9911038!16s%2Fg%2F11m2yg6xnv!19sChIJk-D1JfK93zgRETaqQhUr3OM?authuser=0&hl=en&rclk=1,2026-05-21T17:31:41.945532
Ali Auto workshop Parts and Speedometer Specialist,Car Mechanic,+923001900044,4.6,,"
Basement 92-B, Central Ave, Block A, Sector O-9 Police Foundation, near 136 Adda, Block A PWD, Islamabad, 44000, Pakistan",33.5628067,73.1342981,https://www.google.com/maps/place/Ali+Auto+workshop+Parts+and+Speedometer+Specialist/data=!4m7!3m6!1s0x38dfed5bda9fd08b:0x1cc65eb46e06f4c9!8m2!3d33.5628067!4d73.1342981!16s%2Fg%2F11x2l82pm3!19sChIJi9Cf2lvt3zgRyfQGbrRexhw?authuser=0&hl=en&rclk=1,2026-05-21T17:31:46.709038
Ibrahim Car Mechanic Auto Workshop,Car Mechanic,+923145730401,5.0,,"
i103 ato market, Shalley Valley, Islamabad, 46000, Pakistan",33.6005121,73.0102122,https://www.google.com/maps/place/Ibrahim+Car+Mechanic+Auto+Workshop/data=!4m7!3m6!1s0x38df9512fd519c45:0x3403618f6d5d2c06!8m2!3d33.6005121!4d73.0102122!16s%2Fg%2F11px1gk0w1!19sChIJRZxR_RKV3zgRBixdbY9hAzQ?authuser=0&hl=en&rclk=1,2026-05-21T17:31:51.728196
Auto Electrician & Hybrid Workshop,Car Mechanic,+923165614815,4.9,,"
4, I-10/3 I 10/3 I-10, Islamabad, 44800, Pakistan",33.6545166,73.0418023,https://www.google.com/maps/place/Auto+Electrician+%26+Hybrid+Workshop/data=!4m7!3m6!1s0x38df952de18aa7c1:0xc6e60114c3b200f!8m2!3d33.6545166!4d73.0418023!16s%2Fg%2F11l62zk__g!19sChIJwaeK4S2V3zgRDyA7TBFgbgw?authuser=0&hl=en&rclk=1,2026-05-21T17:31:56.845505
Hashmi Auto Motor Workshop,Car Mechanic,+923022934085,4.5,,"
Motorway Service Road, Islamabad Homes Rd, Phase 1 Jhangi Sayedan, Pakistan",33.6237524,72.9288332,https://www.google.com/maps/place/Hashmi+Auto+Motor+Workshop/data=!4m7!3m6!1s0x38df9783e3294dd7:0x4b97401a721fd613!8m2!3d33.6237524!4d72.9288332!16s%2Fg%2F11qrj5nwjp!19sChIJ100p44OX3zgRE9YfchpAl0s?authuser=0&hl=en&rclk=1,2026-05-21T17:33:04.519842
Islamabad Autos Workshop,Car Mechanic,+923131502213,5.0,,"
JWGV+RV5, Jhangi Sayedan, Jhangi Syedan, Pakistan",33.6270108,72.9447232,https://www.google.com/maps/place/Islamabad+Autos+Workshop/data=!4m7!3m6!1s0x38df97007144cd57:0xdcdfb4d4aadab4f!8m2!3d33.6270108!4d72.9447232!16s%2Fg%2F11wxfl2wpv!19sChIJV81EcQCX3zgRT6utSk37zQ0?authuser=0&hl=en&rclk=1,2026-05-21T17:33:10.453982
Dmotorsports Car Workshop,Car Mechanic,+923105419868,4.4,,"
Street 787, near rayaan marquee under almanzoor arcade plaza, G-13/4 G-12, Islamabad, 46000, Pakistan",33.6508788,72.9746313,https://www.google.com/maps/place/Dmotorsports+Car+Workshop/data=!4m7!3m6!1s0x38df97b82011b623:0xaef3b258006b7897!8m2!3d33.6508788!4d72.9746313!16s%2Fg%2F11h6l_9y5d!19sChIJI7YRILiX3zgRl3hrAFiy864?authuser=0&hl=en&rclk=1,2026-05-21T17:33:57.375418
North Star Auto Workshop,Car Mechanic,+923326757786,5.0,,"
I, Auto Market, 10/3, I-10/3 I 10/3 I-10, Islamabad, 44000, Pakistan",33.6531463,73.0417485,https://www.google.com/maps/place/North+Star+Auto+Workshop/data=!4m7!3m6!1s0x38df953789207c19:0xcd1ddd3993428169!8m2!3d33.6531463!4d73.0417485!16s%2Fg%2F11tt5k_s4s!19sChIJGXwgiTeV3zgRaYFCkzndHc0?authuser=0&hl=en&rclk=1,2026-05-21T17:34:07.101562
"Japan Auto Workshop, ABS AND HYBRID DIAGNOSTIC CENTER ISLAMABAD",Car Mechanic,+923125370470,4.8,,"
G-12, Islamabad, Pakistan",33.6519375,72.9736875,"https://www.google.com/maps/place/Japan+Auto+Workshop,+ABS+AND+HYBRID+DIAGNOSTIC+CENTER+ISLAMABAD/data=!4m7!3m6!1s0x38df971869202e93:0x30ad91a25babdc52!8m2!3d33.6519375!4d72.9736875!16s%2Fg%2F11rj5vqj3r!19sChIJky4gaRiX3zgRUtyrW6KRrTA?authuser=0&hl=en&rclk=1",2026-05-21T17:34:23.378634
Khyber auto workshop,Car Mechanic,+923095180083,5.0,,"
Block No. 6, Shop No.1, Street No. 39, G-10/4 G 10/4 G-10, Islamabad, 44100, Pakistan",33.6762768,73.0275541,https://www.google.com/maps/place/Khyber+auto+workshop/data=!4m7!3m6!1s0x38dfbfa1ae7752ab:0x75977239753661c3!8m2!3d33.6762768!4d73.0275541!16s%2Fg%2F11srzy0kv5!19sChIJq1J3rqG_3zgRw2E2dTlyl3U?authuser=0&hl=en&rclk=1,2026-05-21T17:34:49.483775
DW Garage,Car Mechanic,+923325261080,4.5,,"
Service Rd N, PMCHS E 11/2 E-11, 44000, Pakistan",33.7017409,72.9663458,https://www.google.com/maps/place/DW+Garage/data=!4m7!3m6!1s0x38dfbdb655641439:0x4da5883416867d4a!8m2!3d33.7017409!4d72.9663458!16s%2Fg%2F11gh2r65k8!19sChIJORRkVba93zgRSn2GFjSIpU0?authuser=0&hl=en&rclk=1,2026-05-21T17:34:54.080405
Hybrid car clinic,Car Mechanic,+923185091757,5.0,,"
nust gate, 5 St 6, near land mark 3 plaza, H-13, Islamabad, Pakistan",33.6383866,72.9829557,https://www.google.com/maps/place/Hybrid+car+clinic/data=!4m7!3m6!1s0x38df970065f96c1b:0xd3259afd423b4c37!8m2!3d33.6383866!4d72.9829557!16s%2Fg%2F11y6dwfnhs!19sChIJG2z5ZQCX3zgRN0w7Qv2aJdM?authuser=0&hl=en&rclk=1,2026-05-21T17:35:00.187099
CARFest,Car Mechanic,+923262273378,4.3,,"
CARFest, Street No. 11 H-13/4, 4 NUST Service Rd, H-13, Islamabad, Pakistan",33.6336244,72.9870471,https://www.google.com/maps/place/CARFest/data=!4m7!3m6!1s0x38df958ad888a8bf:0xa8a01b5d0048fdff!8m2!3d33.6336244!4d72.9870471!16s%2Fg%2F11ckvdmdf2!19sChIJv6iI2IqV3zgR__1IAF0boKg?authuser=0&hl=en&rclk=1,2026-05-21T17:35:04.116277
Hybrid zone auto warkshop,Car Mechanic,+923085913838,4.8,,"
I.J.P. Road, near Attock Pump, Westridge III Westridge 3, Islamabad, 46000, Pakistan",33.6208356,73.0071764,https://www.google.com/maps/place/Hybrid+zone+auto+warkshop/data=!4m7!3m6!1s0x38df957114911d99:0x7a2426cd801bb4f8!8m2!3d33.6208356!4d73.0071764!16s%2Fg%2F11rzrwt6fv!19sChIJmR2RFHGV3zgR-LQbgM0mJHo?authuser=0&hl=en&rclk=1,2026-05-21T17:35:08.852594
Perfect Auto Network,Car Mechanic,+923225154469,4.9,,"
Auto Market, 1 Street 4, I-10/3 I 10/3 I-10, Islamabad, 44000, Pakistan",33.6538891,73.0411962,https://www.google.com/maps/place/Perfect+Auto+Network/data=!4m7!3m6!1s0x38df950a97de262f:0xe198979a1a02abf!8m2!3d33.6538891!4d73.0411962!16s%2Fg%2F11cms9c0r5!19sChIJLybelwqV3zgRvyqgoXmJGQ4?authuser=0&hl=en&rclk=1,2026-05-21T17:35:13.143739
M Ashraf Auto Workshop,Car Mechanic,+923335336189,5.0,,"
4 Street 36, G-10/4 G 10 Markaz G-10, Islamabad, Pakistan",33.6724395,73.0197821,https://www.google.com/maps/place/M+Ashraf+Auto+Workshop/data=!4m7!3m6!1s0x38df951913ea75bf:0x2e94e0bf7244b7b3!8m2!3d33.6724395!4d73.0197821!16s%2Fg%2F11h8036mtx!19sChIJv3XqExmV3zgRs7dEcr_glC4?authuser=0&hl=en&rclk=1,2026-05-21T17:35:19.302107
Auto workshop online hybrid car work online mechanic Lahore AAA AUTOMOBILE,Car Mechanic,+923015140088,5.0,,+92 301 5140088,31.4829403,74.3343893,https://www.google.com/maps/place/Auto+workshop+online+hybrid+car+work+online+mechanic+Lahore+AAA+AUTOMOBILE/data=!4m7!3m6!1s0x38dfed16654f8061:0x4c3a635921957796!8m2!3d31.4829403!4d74.3343893!16s%2Fg%2F11j95mnxpn!19sChIJYYBPZRbt3zgRlneVIVljOkw?authuser=0&hl=en&rclk=1,2026-05-21T17:35:29.326946
Quick Fix Motors Auto Workshop,Car Mechanic,+923335150401,4.7,,"
Shop No, 1, Madni Plaza, near Noor e Mustafa Masjid, Block A Jinnah Garden, Islamabad, Pakistan",33.5721562,73.1771596,https://www.google.com/maps/place/Quick+Fix+Motors+Auto+Workshop/data=!4m7!3m6!1s0x38dfed38c507a57f:0xf7ce8822e52baf87!8m2!3d33.5721562!4d73.1771596!16s%2Fg%2F11p12pf1dl!19sChIJf6UHxTjt3zgRh68r5SKIzvc?authuser=0&hl=en&rclk=1,2026-05-21T17:35:34.613376
Jan Auto Workshop & Ac,Car Mechanic,+923458863391,5.0,,"
Director General FBR, 4 Street 39, G-10/4 G 10/4 G-10, Islamabad, 44000, Pakistan",33.6762843,73.0276027,https://www.google.com/maps/place/Jan+Auto+Workshop+%26+Ac/data=!4m7!3m6!1s0x38dfbfa113a63ea1:0x562cfe5b0dad09f8!8m2!3d33.6762843!4d73.0276027!16s%2Fg%2F11h4vvk50z!19sChIJoT6mE6G_3zgR-AmtDVv-LFY?authuser=0&hl=en&rclk=1,2026-05-21T17:35:40.236361
New Auto Doc Workshop,Car Mechanic,+923335487493,4.6,,"
5 Phase, Ghauri Town Phase 5-B Phase 3 Ghauri Town, Islamabad, 46000, Pakistan",33.6142944,73.1326583,https://www.google.com/maps/place/New+Auto+Doc+Workshop/data=!4m7!3m6!1s0x38df95cbe0f51c31:0xc244b09fa66b9eab!8m2!3d33.6142944!4d73.1326583!16s%2Fg%2F11f15jllt2!19sChIJMRz14MuV3zgRq55rpp-wRMI?authuser=0&hl=en&rclk=1,2026-05-21T17:35:45.617976
fixmycar.pk Islamabad,Car Mechanic,+923312227989,4.1,,"
Plot 45 Street 10, I-9/2 I 9/2 I-9, Islamabad, 44000, Pakistan",33.6595418,73.0466846,https://www.google.com/maps/place/fixmycar.pk+Islamabad/data=!4m7!3m6!1s0x38df950ea0c15f05:0xc2cf56955c5b69cf!8m2!3d33.6595418!4d73.0466846!16s%2Fg%2F11fklcdxn_!19sChIJBV_BoA6V3zgRz2lbXJVWz8I?authuser=0&hl=en&rclk=1,2026-05-21T17:35:50.112745
Chevrolet Car Mechanic & autoWorkshop,Car Mechanic,+923120202156,4.0,,"
50 Street 37, G-10/4 G 10/4 G-10, Islamabad, Pakistan",33.6724706,73.0194618,https://www.google.com/maps/place/Chevrolet+Car+Mechanic+%26+autoWorkshop/data=!4m7!3m6!1s0x38df950022a5deaf:0x60a6185015866a8a!8m2!3d33.6724706!4d73.0194618!16s%2Fg%2F11lv_2tqbv!19sChIJr96lIgCV3zgRimqGFVAYpmA?authuser=0&hl=en&rclk=1,2026-05-21T17:35:56.223789
Shahid car auto workshop,Car Mechanic,+923155046215,4.7,,"
Ghouri Garden Main Rd, Ghauri Garden, Islamabad, Pakistan",33.6287467,73.1390696,https://www.google.com/maps/place/Shahid+car+auto+workshop/data=!4m7!3m6!1s0x38dfeb711d2243ed:0xf56e212f858681b2!8m2!3d33.6287467!4d73.1390696!16s%2Fg%2F11hbsplx5g!19sChIJ7UMiHXHr3zgRsoGGhS8hbvU?authuser=0&hl=en&rclk=1,2026-05-21T17:36:01.544532
Irshad Auto Workshop,Car Mechanic,+923035190519,4.5,,"
Main Jinnah Ave, Bukhari Chowk Islamabad, Pakistan",33.6885157,73.1748924,https://www.google.com/maps/place/Irshad+Auto+Workshop/data=!4m7!3m6!1s0x38dfeb443934c903:0x8d1f9fdb1266fd4a!8m2!3d33.6885157!4d73.1748924!16s%2Fg%2F11f6g4ybq4!19sChIJA8k0OUTr3zgRSv1mEtufH40?authuser=0&hl=en&rclk=1,2026-05-21T17:36:06.608226
Car 4 Tune,Car Mechanic,+923332226142,4.9,,"
ground floor, Hamza Arcade, near Attock Petrol Pump, Block E Police Foundation, Islamabad, 44000, Pakistan",33.5620719,73.1345302,https://www.google.com/maps/place/Car+4+Tune/data=!4m7!3m6!1s0x38dfed825c4a24a5:0x826aec37e61bedbd!8m2!3d33.5620719!4d73.1345302!16s%2Fg%2F11smv_ww2n!19sChIJpSRKXILt3zgRve0b5jfsaoI?authuser=0&hl=en&rclk=1,2026-05-21T17:36:13.735085
Younas Auto Garage,Car Mechanic,+923143411786,4.9,,"
Shop No. 6, Auto Market, near Amina Masjid, I-10/3 I 10/3 I-10, Islamabad, Pakistan",33.6537432,73.0396554,https://www.google.com/maps/place/Younas+Auto+Garage/data=!4m7!3m6!1s0x38df9594b4efdacb:0x7aee73e0710722e!8m2!3d33.6537432!4d73.0396554!16s%2Fg%2F11m2b9q77r!19sChIJy9rvtJSV3zgRLnIQBz7nrgc?authuser=0&hl=en&rclk=1,2026-05-21T17:36:19.279135
Anjum Auto workshop and car AC,Car Mechanic,+923064085346,4.3,,"
Street A-2, Block A Police Foundation, Islamabad, Pakistan",33.5652782,73.1330508,https://www.google.com/maps/place/Anjum+Auto+workshop+and+car+AC/data=!4m7!3m6!1s0x38dfed0013e7523f:0x3cc76848f78f289d!8m2!3d33.5652782!4d73.1330508!16s%2Fg%2F11vsw95s7_!19sChIJP1LnEwDt3zgRnSiP90hoxzw?authuser=0&hl=en&rclk=1,2026-05-21T17:36:24.095341
Shahid Carpenter works,Carpenter,+923201968687,5.0,,"
MX2F+RGW, G-12, Islamabad, Pakistan",33.652077,72.973851,https://www.google.com/maps/place/Shahid+Carpenter+works/data=!4m7!3m6!1s0x38df97005fd79c5d:0x170e9ddc21b1a28f!8m2!3d33.652077!4d72.973851!16s%2Fg%2F11y48rrcvd!19sChIJXZzXXwCX3zgRj6KxIdydDhc?authuser=0&hl=en&rclk=1,2026-05-21T17:37:14.885716
HA Carpentry - renovation - kitchen cabinets - Carpenter -doors-wood work Services in Rawalpindi - Islamabad,Carpenter,+923424142499,4.7,,"
Shop#22, timber market, street #2 High Ct Rd, Gulrez Housing Scheme, Rawalpindi, 46000, Pakistan",33.5691292,73.1051555,https://www.google.com/maps/place/HA+Carpentry+-+renovation+-+kitchen+cabinets+-+Carpenter+-doors-wood+work+Services+in+Rawalpindi+-+Islamabad/data=!4m7!3m6!1s0x38dfed9ed0faef0d:0x9ccd1409846701dc!8m2!3d33.5691292!4d73.1051555!16s%2Fg%2F11t3ht9p3z!19sChIJDe_60J7t3zgR3AFnhAkUzZw?authuser=0&hl=en&rclk=1,2026-05-21T17:37:20.835840
HVAC INSTALLATION hot & cool repairing,AC Technician,+923095249253,,,+92 309 5249253,33.2582304,73.3089574,https://www.google.com/maps/place/HVAC+INSTALLATION+hot+%26+cool+repairing/data=!4m7!3m6!1s0x857114ff8519080d:0x896afe0ff4181a43!8m2!3d33.2582304!4d73.3089574!16s%2Fg%2F11t2q5z4ht!19sChIJDQgZhf8UcYURQxoY9A_-aok?authuser=0&hl=en&rclk=1,2026-05-21T17:42:49.657767
K Falak Cool Breeze,AC Technician,+923455137257,4.9,,"
Bank, J3F8+7R4 Murree Road, chowk, Naz Cinema Rd, near UBL, Kartar Pura, Rawalpindi, 46000, Pakistan",33.6231875,73.0670625,https://www.google.com/maps/place/K+Falak+Cool+Breeze/data=!4m7!3m6!1s0x38df9580e2466ce3:0xf3b6250df421b433!8m2!3d33.6231875!4d73.0670625!16s%2Fg%2F11kqwlp8sg!19sChIJ42xG4oCV3zgRM7Qh9A0ltvM?authuser=0&hl=en&rclk=1,2026-05-21T17:43:12.847007
Jawa cool care,AC Technician,+923145419775,4.5,,"
Avenue 8, Khanna Bilal Town Khanna, Dak, Pakistan",33.6316101,73.1209513,https://www.google.com/maps/place/Jawa+cool+care/data=!4m7!3m6!1s0x38dfeb14542c24e7:0xb25d96fd57f301db!8m2!3d33.6316101!4d73.1209513!16s%2Fg%2F11pdrtj7c_!19sChIJ5yQsVBTr3zgR2wHzV_2WXbI?authuser=0&hl=en&rclk=1,2026-05-21T17:43:18.348188
Pakistan Electric Store,Electrician,+923330799955,4.5,,"
Shop#7 ASLAM BUSINESS SQUARE, 2 MARKAZ FECHS E 11/2 E-11, Islamabad, Pakistan",33.6980103,72.9712119,https://www.google.com/maps/place/Pakistan+Electric+Store/data=!4m7!3m6!1s0x38dfbdc7bd9d00a7:0x457d5b9cf2336100!8m2!3d33.6980103!4d72.9712119!16s%2Fg%2F11c52tl_x4!19sChIJpwCdvce93zgRAGEz8pxbfUU?authuser=0&hl=en&rclk=1,2026-05-21T17:44:03.428769
Aftab Electric and AC works,Electrician,+923125144490,5.0,,"
Hamza plaza، Block c street 3، mean dabal road, Soan Gardens Block C Islamabad, Pakistan",33.5634559,73.1472766,https://www.google.com/maps/place/Aftab+Electric+and+AC+works/data=!4m7!3m6!1s0x38dfed0006385177:0x295df5880dab390a!8m2!3d33.5634559!4d73.1472766!16s%2Fg%2F11x2l5fm27!19sChIJd1E4BgDt3zgRCjmrDYj1XSk?authuser=0&hl=en&rclk=1,2026-05-21T17:47:26.463332
SAIF ELECTRIC STORE,Electrician,,5.0,,"
J4QH+3WV, Burma Town, Islamabad, Pakistan",33.6377498,73.1297885,https://www.google.com/maps/place/SAIF+ELECTRIC+STORE/data=!4m7!3m6!1s0x38dfeb06634aa4a9:0xd46afb222a0c0e8c!8m2!3d33.6377498!4d73.1297885!16s%2Fg%2F11g6p4p332!19sChIJqaRKYwbr3zgRjA4MKiL7atQ?authuser=0&hl=en&rclk=1,2026-05-21T17:47:32.194234
Irfan Electric and repairing center,Electrician,+923462892174,5.0,,"
VWF7+6F3, Pind Muneem, Pakistan",33.8730139,72.9136587,https://www.google.com/maps/place/Irfan+Electric+and+repairing+center/data=!4m7!3m6!1s0x38dfb1f703689cc7:0x5fbcf02f9df28e95!8m2!3d33.8730139!4d72.9136587!16s%2Fg%2F11q42zp9pn!19sChIJx5xoA_ex3zgRlY7ynS_wvF8?authuser=0&hl=en&rclk=1,2026-05-21T17:47:36.217638
Brains tution Academy,Tutor Academy,+923360565034,4.5,,"
Block E, 10, Soan Gardens Block E Islamabad, Pakistan",33.566441,73.153952,https://www.google.com/maps/place/Brains+tution+Academy/data=!4m7!3m6!1s0x38dfed004b0a3d0d:0xd08d5a01ece13235!8m2!3d33.566441!4d73.153952!16s%2Fg%2F11vstzz0d2!19sChIJDT0KSwDt3zgRNTLh7AFajdA?authuser=0&hl=en&rclk=1,2026-05-21T17:55:18.324605
Tariq Khattak Auto Workshop,Car Mechanic,+923009075751,4.8,,"
Block 4, shop 3, I & T Center, Street 39, G 10/4 G-10, Islamabad, Pakistan",33.6765309,73.0276146,https://www.google.com/maps/place/Tariq+Khattak+Auto+Workshop/data=!4m7!3m6!1s0x38dfbe27e98501c1:0xd5ad80246600f864!8m2!3d33.6765309!4d73.0276146!16s%2Fg%2F11f0w_mm2w!19sChIJwQGF6Se-3zgRZPgAZiSArdU?authuser=0&hl=en&rclk=1,2026-05-21T18:01:00.720732
